Year,Month,Day,Time,Latitude,Longitude,Depth,mb,MS,Region,CMT Name,CMT Time,T Err,CMT Lat,Lat Err,CMT Lon,Lon Err,CMT Depth,Depth Err,Exponent,Mrr,Mrr Err,Mtt,Mtt Err,Mpp,Mpp Err,Mrt,Mrt Err,Mrp,Mrp Err,Mtp,Mtp Err,Eigenvalue 1,Plunge 1,Azimuth 1,Eigenvalue 2,Plunge 2,Azimuth 2,Eigenvalue 3,Plunge 3,Azimuth 3,Moment,Strike 1,Dip 1,Rake 1,Strike 2,Dip 2,Rake 2
"1992","12","1",18:04:26.8,-4.04,134.85,33,4.9,5,WESTIRIANREGION,B120192B,1.8,0.6,-3.96,0.05,135.18,0.07,41,4.9,16,0.984,0.549,-9.837,0.534,8.853,0.885,-6.321,1.236,3.3,0.85,-3.434,0.563,11.55,"26","253",1.35,"54","121","-12.890","23","355",1.222e+17,"34","54","2","303","89","144"
"1993","1","21",13:43:15.4,78.87,125.62,29,5,5,EASTOFSEVERNAYAZEMLYA,B012193A,2.3,0.2,78.74,0.04,125.3,0.17,15,0,17,-1.828,0.05,0.045,0.052,1.784,0.057,-0.899,0.222,-0.489,0.262,-0.558,0.058,1.96,"4","75",0.34,"24","167","-2.300","65","337",2.13e+17,"142","47","-125","7","53","-59"
"1993","2","12",10:52:03.5,79.15,124.46,10,5,4.3,EASTOFSEVERNAYAZEMLYA,B021293B,4.9,0.4,78.85,0.08,125.97,0.49,15,0,16,-4.015,0.248,0.662,0.3,3.353,0.3,2.712,1.244,1.683,2.043,-0.906,0.285,3.76,"9","262",1.9,"25","356","-5.660","63","153",4.71e+16,"324","42","-130","193","59","-60"
"1993","2","13",02:25:49.3,8.3,39.26,10,4.9,4.8,ETHIOPIA,B021393C,0.4,1.1,7.75,0.1,39.06,0.06,15,0,17,-0.273,0.038,0.08,0.047,0.194,0.062,0.343,0.149,0.415,0.174,1.048,0.045,1.36,"18","313",-0.45,"71","147","-0.920","4","45",1.14e+17,"90","74","10","357","80","164"
"1993","3","1",20:47:42.9,-13.06,174.78,33,4.9,4.9,FIJIISLANDSREGION,B030193B,0.2,1,-12.79,0.09,175.16,0.1,15,0,16,-5.078,0.433,6.206,0.49,-1.129,0.657,-7.848,1.957,0.821,1.74,0.674,0.422,10.23,"27","179",-1,"7","272","-9.230","62","16",9.73e+16,"251","19","-112","95","72","-83"
"1993","3","3",13:06:27.9,-13.13,175,33,5.4,5.1,FIJIISLANDSREGION,B030393B,-0.2,0.6,-13.13,0,175,0,15,0,17,-1.104,0.075,1.052,0.13,0.052,0.151,0,0,0,0,-0.309,0.081,1.14,"0","196",-0.04,"0","106","-1.100","90","180",1.12e+17,"286","45","-90","106","45","-90"
"1993","3","3",23:14:28.7,-13.33,174.99,33,5.9,5.8,FIJIISLANDSREGION,B030393D,0.3,0.2,-13.16,0.02,175.25,0.02,15,0,17,-9.199,0.135,8.784,0.192,0.415,0.205,-4.416,0.62,2.971,0.475,-1.595,0.136,10.33,"14","193",0.48,"10","286","-10.810","73","49",1.057e+18,"270","32","-108","112","60","-79"
"1993","3","4",14:36:00.3,-13.28,174.87,33,5.8,5.6,FIJIISLANDSREGION,B030493B,1,0.2,-13.11,0.03,174.94,0.03,15,0,17,-4.372,0.081,3.416,0.116,0.956,0.121,-1.475,0.393,-0.385,0.318,-0.811,0.081,3.87,"9","194",0.82,"8","103","-4.690","78","333",4.28e+17,"294","36","-77","98","55","-100"
"1993","3","4",19:42:24.1,-13.21,175.01,33,5.4,5,FIJIISLANDSREGION,B030493D,1.7,0.6,-13.13,0.08,174.81,0.07,15,0,16,-9.284,0.408,7.279,0.575,2.004,0.602,0.976,2.475,-4.245,1.962,-1.175,0.452,7.76,"7","17",2.96,"17","109","-10.720","72","264",9.24e+16,"88","41","-116","302","54","-69"
"1993","3","16",22:59:45.4,11.66,41.88,10,5.6,5.2,ETHIOPIA,B031693C,2.7,0.6,11.49,0.04,41.82,0.03,15,0,17,-2.857,0.056,2.514,0.072,0.342,0.083,-1.073,0.286,0.14,0.231,-1.681,0.064,3.59,"9","208",-0.51,"9","116","-3.070","78","344",3.33e+17,"308","37","-76","110","55","-100"
"1993","3","18",15:47:00.1,38.33,22.09,53,5.6,5.3,GREECE,B031893C,6.4,0.3,38.05,0.03,21.79,0.03,49,0,17,3.464,0.09,-2.518,0.142,-0.946,0.131,3.272,0.152,-1.563,0.154,4.039,0.133,4.92,"65","353",2.12,"17","122","-7.040","19","218",5.98e+17,"333","30","125","114","66","72"
"1993","3","28",17:16:50.8,-13.08,174.98,33,5.4,5.2,FIJIISLANDSREGION,B032893C,-2.4,0.3,-13.12,0.03,175.14,0.03,15,0,17,-1.453,0.038,1.406,0.062,0.047,0.071,-1.078,0.109,-0.005,0.097,-0.276,0.041,1.81,"18","189",0.01,"5","97","-1.820","71","351",1.81e+17,"288","27","-78","94","63","-96"
"1993","4","27",17:36:21.6,-5.26,68.58,10,5.3,0,CHAGOSARCHIPELAGOREG.,B042793F,3.3,0.6,-5.43,0.1,68.4,0.08,15,0,16,-3.862,0.396,-0.403,0.648,4.265,0.459,0.926,1.175,-2.914,1.382,-0.532,0.381,5.31,"18","82",-0.4,"6","350","-4.910","71","241",5.11e+16,"182","28","-76","346","63","-97"
"1993","4","29",08:21:00.7,35.6,-112.11,10,5.4,4.8,WESTERNARIZONA,B042993B,9.3,0.3,35.99,0.04,-111.93,0.06,15,0,17,-1.135,0.037,0.871,0.042,0.264,0.056,0.142,0.165,0.141,0.137,-0.13,0.037,0.9,"3","11",0.26,"7","280","-1.160","83","126",1.03e+17,"108","42","-80","275","49","-99"
"1993","5","6",20:35:56.0,14.46,40.17,10,5,4.7,ETHIOPIA,B050693E,6.9,0.5,14.52,0.06,40.14,0.04,15,0,16,-8.283,0.435,0.53,0.574,7.753,0.452,0,0,0,0,-3.792,0.492,9.38,"0","247",-1.09,"0","157","-8.280","90","180",8.83e+16,"337","45","-90","157","45","-90"
"1993","5","17",23:20:49.2,37.17,-117.78,7,6,5.8,CALIFORNIA-NEVADABORDER,C051793J,4.7,0.1,36.68,0.02,-118.1,0.01,15,0,18,-1.386,0.014,0.22,0.018,1.166,0.017,-0.523,0.046,-0.773,0.055,0.966,0.016,2.02,"15","122",-0.38,"1","213","-1.640","75","308",1.83e+18,"210","30","-93","33","60","-88"
"1993","6","12",18:26:45.6,-4.38,135.05,33,5.8,6.1,WESTIRIANREGION,C061293E,0.8,0.2,-4.31,0.01,135.11,0.01,15,0,18,0.169,0.013,-0.472,0.013,0.303,0.017,0.08,0.047,-0.735,0.06,1.321,0.011,1.52,"23","123",0.09,"61","343","-1.610","17","220",1.57e+18,"263","61","5","170","86","151"
"1993","6","22",12:33:47.2,64.79,-17.2,10,5.2,4.9,ICELAND,B062293A,6.6,0.4,64.73,0.04,-17.56,0.1,15,0,16,9.599,0.243,-6.343,0.363,-3.257,0.337,1.718,1.133,7.302,1.286,1.067,0.264,13.11,"65","284",-6.29,"21","139","-6.820","13","44",9.96e+16,"109","37","53","331","61","114"
"1993","7","14",12:31:49.1,38.24,21.78,20,5.2,5.5,GREECE,B071493B,4.9,0.2,38.17,0.03,21.67,0.04,20,0,17,-0.049,0.056,2.689,0.064,-2.641,0.072,0.258,0.159,1.555,0.13,-0.989,0.065,2.87,"0","190",0.66,"66","281","-3.530","24","100",3.2e+17,"238","73","-163","143","73","-18"
"1993","9","21",19:11:36.1,11.5,39.65,15,5.4,4.9,ETHIOPIA,B092193H,9.6,0.6,11.19,0.06,40.05,0.07,15,0,17,-1.512,0.148,-0.245,0.15,1.758,0.166,2.258,0.461,2.91,0.549,-2.047,0.16,3.61,"23","255",1.46,"35","3","-5.070","45","139",4.34e+17,"299","38","-159","192","77","-54"
"1993","10","5",21:28:03.1,77.73,126.45,10,5.1,0,LAPTEVSEA,B100593E,2.9,0.8,78.32,0.08,125.93,0.33,15,0,16,-5.56,0.386,-1.296,0.521,6.856,0.438,-0.322,1.366,3.236,1.76,2.527,0.466,8.24,"13","284",-1.72,"14","191","-6.530","71","55",7.39e+16,"32","35","-65","183","59","-106"
"1993","11","3",13:18:10.3,-7.22,67.9,10,5.5,5.4,MID-INDIANRISE,B110393A,6.3,0.2,-7.58,0.04,68.16,0.03,15,0,17,-2.01,0.073,0.87,0.072,1.14,0.084,1.272,0.25,-1.266,0.254,-1.76,0.079,3.37,"18","47",-0.76,"2","316","-2.610","71","220",2.99e+17,"140","27","-86","315","63","-92"
"1993","11","4",05:18:36.6,38.39,21.99,10,5,5.2,GREECE,B110493B,4.9,0.2,38.12,0.04,22.03,0.05,15,0,17,-1.121,0.035,1.01,0.039,0.111,0.054,0.336,0.171,-0.209,0.144,0.024,0.035,1.06,"9","0",0.14,"9","91","-1.210","77","226",1.13e+17,"79","37","-105","278","54","-79"
"1994","1","4",19:32:02.9,-4.33,135.15,33,5.7,6.1,WESTIRIANREGION,C010494G,1,0.1,-4.27,0.01,135.05,0.01,20.2,1.1,17,-0.647,0.092,-3.179,0.106,3.826,0.139,-0.933,0.225,-0.191,0.262,8.18,0.092,9.27,"4","124",-0.64,"84","252","-8.630","5","33",8.95e+17,"168","84","-179","78","89","-6"
"1994","1","28",15:45:24.2,38.7,27.6,5,5.2,5.2,TURKEY,B012894C,8.1,1,38.97,0.07,27.01,0.07,15,0,17,-1.643,0.088,1.411,0.084,0.232,0.06,0,0,0,0,-0.408,0.093,1.54,"0","197",0.1,"0","107","-1.640","90","180",1.59e+17,"287","45","-90","107","45","-90"
"1994","2","3",09:05:03.7,42.76,-110.98,5,5.4,5.6,WYOMING,B020394B,7,0.2,42.68,0.02,-110.94,0.02,15,0,17,-5.308,0.075,-0.239,0.094,5.547,0.106,-0.735,0.263,1.009,0.297,-0.298,0.079,5.66,"5","266",-0.17,"7","176","-5.500","81","33",5.58e+17,"4","40","-79","170","51","-99"
"1994","2","5",23:34:08.6,0.58,30.14,10,5.8,6.1,UGANDA,C020594B,5.5,0.1,0.5,0.01,29.85,0.01,15,0,18,-1.427,0.01,0.015,0.013,1.412,0.013,0.572,0.043,-1.465,0.048,0.18,0.011,2.03,"23","88",0.17,"13","352","-2.210","63","235",2.12e+18,"203","25","-57","347","69","-104"
"1994","2","8",03:27:54.9,66.53,-19.19,10,5.3,5.3,ICELANDREGION,B020894C,4.5,0.3,66.3,0.04,-19.22,0.08,15,0,17,-0.364,0.059,-1.353,0.076,1.717,0.061,0.971,0.151,-0.02,0.247,-1.381,0.061,2.3,"8","67",0,"63","320","-2.310","25","161",2.3e+17,"201","66","-12","297","79","-156"
"1994","4","11",11:20:22.2,11.83,42.81,15,5.5,5.7,ETHIOPIA,B041194B,3.7,0.1,11.82,0.01,43.15,0.01,15,0,18,-0.248,0.009,1.007,0.01,-0.759,0.011,-0.161,0.036,-0.086,0.029,-0.095,0.01,1.03,"7","183",-0.25,"77","59","-0.780","10","274",9.1e+17,"318","78","-2","49","88","-168"
"1994","4","24",02:57:10.7,11.6,43.09,10,5.2,4.7,ETHIOPIA,B042494B,6.9,0.2,11.85,0.03,43.03,0.03,15,0,17,-2.215,0.052,2.509,0.066,-0.293,0.075,1.244,0.262,0.16,0.173,-0.868,0.057,3.01,"13","14",-0.43,"13","281","-2.580","72","148",2.8e+17,"120","34","-67","273","59","-105"
"1994","4","26",18:59:27.0,56.65,117.82,17,5.2,5.4,EASTOFLAKEBAIKAL,B042694D,3.5,0.3,56.84,0.05,117.73,0.1,17,0,17,-1.04,0.053,0.606,0.055,0.434,0.079,0.564,0.164,0.97,0.161,0.364,0.055,1.37,"24","313",0.21,"8","219","-1.580","64","112",1.48e+17,"60","22","-68","216","70","-99"
"1994","5","5",05:14:50.0,64.61,-17.45,10,5.6,5.3,ICELAND,B050594B,5.6,0.3,64.67,0.04,-17.29,0.09,15,0,17,1.564,0.03,-1.009,0.047,-0.555,0.043,0.269,0.179,0.84,0.195,-0.221,0.036,1.87,"71","281",-0.62,"13","52","-1.240","14","145",1.56e+17,"252","33","114","44","60","75"
"1994","5","24",02:05:34.4,38.65,26.59,7,4.9,5.4,AEGEANSEA,B052494A,6.7,0.2,38.66,0.03,26.23,0.06,21.4,2.2,17,-1.561,0.083,2.351,0.066,-0.79,0.093,0.145,0.196,0.548,0.136,-1.122,0.118,2.71,"0","198",-0.75,"35","288","-1.960","55","107",2.33e+17,"258","54","-135","138","55","-45"
"1994","5","26",08:01:50.9,-4.5,134.54,33,5.2,4.9,WESTIRIANREGION,B052694C,-0.4,1.3,-4.51,0.13,134.11,0.09,18.8,4.6,16,-5.468,1.006,2.508,0.516,2.961,1.155,4.238,2.073,-5.455,2.123,5.744,0.898,8.58,"6","131",2.63,"39","36","-11.220","50","227",9.9e+16,"255","52","-37","10","62","-136"
"1994","8","21",15:56:01.8,56.66,117.82,33,5.7,5.8,EASTOFLAKEBAIKAL,B082194C,1.8,0.1,56.79,0.02,117.81,0.03,15,0,18,-1.233,0.021,0.664,0.023,0.569,0.024,0.195,0.073,-0.056,0.065,0.614,0.021,1.24,"2","318",0.02,"8","48","-1.260","82","210",1.25e+18,"39","43","-101","235","48","-79"
"1994","11","13",06:56:03.0,36.9,29.09,33,4.8,5,TURKEY,B111394B,2.7,0.4,37.12,0.04,28.02,0.06,15,0,17,-1.403,0.068,0.697,0.059,0.705,0.06,0.378,0.196,-0.194,0.244,-0.413,0.078,1.18,"9","44",0.3,"4","313","-1.480","80","200",1.33e+17,"139","36","-83","310","54","-95"
"1994","12","13",13:11:17.2,53.94,141.84,33,5.1,4.4,SAKHALINISLAND,B121394E,0.1,1,53.94,0,141.84,0,35.3,11.6,16,2.31,0.624,-1.215,1.077,-1.094,0.679,-7.425,2.534,-2.104,1.44,1.657,0.625,8.9,"49","157",-1.81,"12","261","-7.080","38","0",7.99e+16,"144","13","154","259","84","78"
"1995","1","27",20:16:53.7,-4.46,134.46,33,6.2,6.8,WESTIRIANREGION,C012795G,11.5,0.1,-4.37,0.01,134.39,0.01,15,0,19,-0.412,0.005,-0.759,0.005,1.171,0.005,0.887,0.022,-0.867,0.024,0.792,0.005,1.63,"18","102",0.3,"46","352","-1.930","38","207",1.78e+19,"237","49","-16","338","78","-138"
"1995","3","19",18:34:05.7,-4.27,135.06,33,5.6,6.3,WESTIRIANREGION,C031995F,3,0.1,-4.23,0.01,135.13,0.01,24.8,1,18,0.069,0.01,-0.532,0.014,0.463,0.015,0.417,0.033,-0.052,0.032,1.617,0.012,1.68,"7","307",0.11,"77","70","-1.800","11","216",1.74e+18,"352","77","-177","261","87","-13"
"1995","3","19",23:53:14.5,-4.15,135.09,33,6.3,7.1,WESTIRIANREGION,C031995G,7.3,0.1,-4.18,0.01,135.1,0.01,19,0.6,19,0.311,0.008,-1.114,0.009,0.803,0.011,0.335,0.023,-0.378,0.025,1.981,0.009,2.06,"5","122",0.38,"79","6","-2.440","10","212",2.25e+19,"257","80","-4","347","86","-169"
"1995","3","20",10:48:53.9,-4.23,134.69,33,5.6,4.9,WESTIRIANREGION,B032095K,0.8,0.3,-4.23,0.03,134.85,0.04,15,0,17,1.423,0.049,-1.711,0.051,0.288,0.078,0.103,0.231,0.174,0.145,0.447,0.047,1.46,"80","288",0.35,"10","102","-1.810","1","192",1.63e+17,"292","45","104","92","47","76"
"1995","3","31",09:27:13.0,-4.45,134.87,33,5.1,5.3,WESTIRIANREGION,B033195A,0.8,0.4,-4.5,0.05,134.74,0.05,18.4,5.2,16,0.173,0.346,-5.575,0.342,5.402,0.528,2.479,0.964,2.791,1.164,6.818,0.337,9.99,"20","297",-1.02,"69","96","-8.970","7","204",9.48e+16,"339","71","171","72","81","19"
"1995","4","6",16:59:54.0,-4.89,133.94,33,5,0,WESTIRIANREGION,B040695E,0.2,1.3,-4.68,0.19,133.92,0.12,15,0,16,-2.601,0.515,-0.58,0.359,3.181,0.565,1.651,1.291,3.177,1.493,1.045,0.657,5.06,"25","287",-0.72,"10","22","-4.350","63","132",4.7e+16,"357","22","-117","205","70","-80"
"1995","4","24",16:13:11.6,22.7,102.85,33,4.6,4.9,"YUNNANPROVINCE,CHINA",B042495B,2.6,0.6,22.88,0.07,103.16,0.06,33,0,16,-1.707,0.339,-2.195,0.396,3.902,0.434,-0.737,0.871,-0.94,0.752,-7.101,0.367,8.6,"2","57",-1.48,"78","157","-7.110","12","327",7.85e+16,"102","80","-173","11","83","-10"
"1995","5","22",04:02:55.5,-9.68,151.48,33,5.7,6.1,DENTRECASTEAUXISLANDSR,C052295C,4.9,0.2,-9.91,0.02,151.77,0.03,16.8,1.4,18,-1.057,0.035,1.12,0.028,-0.063,0.037,1.076,0.121,-0.009,0.058,0.279,0.035,1.6,"22","351",-0.09,"8","84","-1.510","67","192",1.55e+18,"66","24","-109","267","67","-82"
"1995","8","10",00:41:04.4,-15.53,41.48,10,5.1,5,MOZAMBIQUECHANNEL,B081095A,4.3,0.3,-15.51,0.04,41.41,0.04,15,0,16,-7.917,0.208,-0.086,0.275,8.003,0.312,2.071,0.799,2.401,0.857,-1.939,0.216,8.67,"7","259",0.23,"16","351","-8.900","73","147",8.78e+16,"332","41","-115","183","54","-70"
"1995","8","29",12:45:25.8,-7.57,67.98,10,4.9,0,MID-INDIANRISE,B082995C,4.3,1.5,-7.19,0.4,67.7,0.28,15,0,17,0.966,0.298,-1.535,0.282,0.569,0.127,0,0,0,0,-1.242,0.262,1.14,"0","245",0.97,"90","180","-2.110","0","155",1.63e+17,"290","90","-180","20","90","0"
"1995","10","13",20:39:02.9,9.85,140.26,33,5,5,WESTCAROLINEISLANDS,B101395C,3.3,0.3,9.84,0.03,140.04,0.03,24.3,2.7,17,0.085,0.052,2.356,0.061,-2.441,0.072,-1.711,0.211,-0.603,0.159,-0.182,0.065,3.28,"28","179",-0.62,"56","35","-2.650","17","278",2.97e+17,"321","57","9","226","83","147"
"1995","11","13",08:43:14.7,56.07,114.48,24,5.9,5.6,EASTOFLAKEBAIKAL,B111395H,3,0.3,56.25,0.04,114.31,0.06,21,0,17,-4.806,0.169,1.568,0.187,3.238,0.247,-0.986,0.426,1.938,0.434,2.748,0.188,5.37,"6","305",0.25,"20","212","-5.630","69","50",5.5e+17,"56","43","-59","197","54","-115"
"1996","3","24",08:24:24.3,0.56,30.17,10,5,0,UGANDA,B032496B,7.4,0.4,0.27,0.1,29.93,0.07,15,0,17,-0.734,0.047,-0.306,0.085,1.04,0.073,-0.044,0.244,-0.79,0.279,0.032,0.047,1.34,"21","92",-0.31,"2","182","-1.040","69","276",1.19e+17,"179","24","-94","3","66","-88"
"1996","4","2",07:59:26.1,37.83,27,33,4.9,5.1,DODECANESEISLANDS,B040296C,1.5,0.2,37.83,0.03,26.94,0.06,15,0,17,-1.26,0.055,1.347,0.048,-0.087,0.066,-0.265,0.213,0.741,0.177,-0.37,0.066,1.51,"10","198",0.11,"23","292","-1.620","64","86",1.57e+17,"262","41","-127","127","59","-62"
"1996","6","22",16:47:12.9,75.82,134.62,10,5.6,5.5,LAPTEVSEA,B062296E,4.2,0.2,75.53,0.03,135.07,0.14,15,0,17,-4.268,0.106,1.198,0.14,3.071,0.142,-0.115,0.431,-3.007,0.513,-1.22,0.115,4.52,"18","70",0.87,"10","164","-5.380","69","283",4.95e+17,"144","29","-112","349","63","-78"
"1996","7","4",15:50:38.7,8.49,141.56,33,5.1,5.4,WESTCAROLINEISLANDS,B070496C,0.1,0.2,8.09,0.02,141.63,0.02,16,0,17,0.854,0.084,5.399,0.082,-6.254,0.112,1.838,0.278,1.69,0.213,2.082,0.086,6.55,"21","348",0.31,"67","197","-6.860","10","82",6.71e+17,"126","68","8","34","83","158"
"1996","8","30",02:11:42.2,-5.24,68.59,10,5.1,5,CHAGOSARCHIPELAGOREGIO,B083096A,4.1,0.3,-5.4,0.05,68.6,0.05,15,0,16,-8.801,0.411,0.183,0.469,8.618,0.472,0.894,1.299,-2.957,1.659,-2.447,0.426,9.79,"9","75",-0.48,"1","345","-9.310","81","251",9.55e+16,"166","36","-89","344","54","-91"
"1996","9","29",10:48:18.9,64.78,-17.57,10,5.3,5.4,ICELAND,B092996D,5.4,0.2,64.66,0.03,-17.27,0.08,15,0,17,2.76,0.06,-1.661,0.076,-1.099,0.075,0.707,0.285,1.048,0.299,0.634,0.069,3.17,"72","304",-1.1,"18","123","-2.070","0","213",2.62e+17,"320","47","115","106","48","65"
"1996","11","9",13:56:08.7,31.61,123.29,33,5.3,5.4,OFFCOASTOFEASTERNCHI,B110996I,-0.5,0.2,31.91,0.03,122.91,0.03,22.3,2.8,17,0.124,0.05,2.462,0.06,-2.586,0.084,-0.478,0.148,-0.285,0.106,0.734,0.053,2.67,"11","171",0.04,"78","13","-2.710","4","262",2.69e+17,"307","79","5","216","85","169"
"1996","12","20",03:53:22.2,-5.29,35.83,10,5,4.6,TANZANIA,B122096A,2.4,0.8,-5.18,0.1,35.96,0.08,15,0,16,-1.544,0.409,-4.333,0.405,5.877,0.452,1.731,1.456,-2.527,1.168,1.049,0.523,6.68,"17","93",-1.13,"56","337","-5.550","29","192",6.11e+16,"229","57","-10","325","82","-146"
"1997","1","21",20:47:46.7,38.05,29.03,16,5,4.3,TURKEY,B012197C,3.5,0.7,37.98,0.09,28.33,0.19,18.1,5.3,16,-4.646,0.904,4.897,0.466,-0.252,1.098,3.143,1.954,-5.118,2.301,-1.721,1.006,7.41,"24","30",0.83,"20","129","-8.250","58","255",7.83e+16,"85","28","-138","316","72","-69"
"1997","3","8",23:29:02.7,11.75,43.26,10,5.1,4.9,ETHIOPIA,B030897C,6.3,1.5,11.9,0.13,43.64,0.23,15,0,17,-0.765,0.261,1.036,0.179,-0.272,0.417,0.082,0.69,-0.691,0.794,-0.483,0.175,1.24,"10","22",0.03,"36","119","-1.270","53","279",1.26e+17,"77","47","-143","320","64","-50"
"1997","9","21",18:13:22.8,-7.36,30.37,10,5.7,6.2,LAKETANGANYIKAREGION,C092197C,9.7,0.1,-7.29,0.02,30.27,0.01,30,0,17,-5.681,0.068,-0.659,0.068,6.34,0.087,1.744,0.16,4.5,0.162,-2.94,0.073,8.42,"15","255",-0.3,"24","352","-8.110","61","135",8.27e+17,"315","36","-133","184","64","-64"
"1997","11","2",08:51:54.2,37.8,-118.14,5,4.9,4.6,CALIFORNIA-NEVADABORDER,B110297A,-1,1.4,37.55,0.11,-119.19,0.14,15,0,17,0.199,0.064,-1.141,0.092,0.941,0.093,0.087,0.308,-0.658,0.258,0.354,0.085,1.35,"29","97",-0.12,"59","297","-1.230","9","192",1.29e+17,"238","63","15","141","76","152"
"1997","11","3",06:29:16.4,-13.19,174.88,33,5.2,5.3,FIJIISLANDSREGION,B110397D,1.5,0.3,-13.1,0.04,175.08,0.04,15,0,17,-1.907,0.061,1.831,0.062,0.075,0.094,-0.485,0.287,-0.109,0.22,-0.306,0.064,1.94,"7","189",0.04,"5","98","-1.980","81","331",1.96e+17,"285","38","-82","94","52","-97"
"1997","11","5",12:37:54.5,-13.41,175.02,33,4.9,5,FIJIISLANDSREGION,B110597E,1.2,1.2,-13.41,0,175.02,0,15,0,16,-6.545,1.628,7.931,1.148,-1.386,2.525,8.146,2.987,-0.252,3.25,-3.389,1.497,12.34,"23","14",-1.98,"12","279","-10.360","64","162",1.135e+17,"127","25","-59","274","69","-103"
"1997","11","11",02:00:36.6,-13.19,174.86,33,5.3,5.1,FIJIISLANDSREGION,B111197A,-1.4,0.6,-13.21,0.06,175.5,0.08,15,0,17,-1.246,0.091,1.388,0.084,-0.143,0.136,-0.859,0.337,1.093,0.303,-0.22,0.095,1.81,"21","199",0.23,"21","297","-2.030","59","69",1.92e+17,"256","31","-136","126","69","-67"
"1997","11","14",21:38:51.6,38.86,25.8,17.9,5.6,5.8,AEGEANSEA,B111497G,3.6,0.2,38.74,0.02,25.77,0.05,15,0,17,-2.123,0.128,7.047,0.135,-4.924,0.17,2.059,0.589,1.387,0.457,-3.317,0.159,8.17,"9","13",-1.59,"65","263","-6.590","23","107",7.38e+17,"148","67","-10","242","80","-156"
"1997","11","24",15:37:09.3,-13.19,174.78,33,5.2,5.3,FIJIISLANDSREGION,B112497B,0.7,0.3,-13.01,0.03,174.99,0.03,15,0,17,-2.618,0.053,2.48,0.062,0.138,0.079,-2.078,0.216,0.69,0.186,-0.304,0.058,3.31,"20","190",0.14,"5","282","-3.440","69","26",3.37e+17,"271","25","-102","104","65","-84"
"1997","11","25",02:36:52.6,-13.22,174.73,33,4.9,4.9,FIJIISLANDSREGION,B112597A,4,1,-13.14,0.11,174.79,0.1,15,0,16,-7.101,0.601,8.653,0.684,-1.551,0.965,1.083,3.525,3.856,2.314,1.788,0.61,9.15,"6","348",-0.07,"26","255","-9.080","63","91",9.12e+16,"105","45","-51","236","57","-122"
"1998","3","6",00:08:20.2,1.64,93.13,32,5.2,4.9,OFFWCOASTOFNORTHERN,B030698A,0.1,0.2,1.62,0.03,92.98,0.03,15,0,17,0.008,0.039,-1.076,0.051,1.068,0.06,-0.756,0.15,-0.674,0.174,-1.787,0.038,2.1,"7","62",0.38,"67","168","-2.480","22","329",2.29e+17,"108","70","-169","14","80","-20"
"1998","3","28",21:59:56.2,-6.02,29.52,10,5.3,4.8,LAKETANGANYIKAREGION,B032898C,6.5,0.8,-5.92,0.07,29.17,0.07,15,0,16,2.281,0.406,-6.244,0.29,3.963,0.582,-0.775,1.462,-8.94,0.976,4.293,0.41,12.83,"40","105",-4.08,"42","325","-8.750","21","214",1.079e+17,"257","45","16","155","79","133"
"1998","6","4",21:36:54.2,63.99,-21.29,10,5.1,5.1,ICELANDREGION,B060498A,5.3,0.3,63.89,0.03,-21.31,0.08,15,0,17,-0.372,0.036,0.405,0.045,-0.033,0.051,0.092,0.136,-0.067,0.168,1.534,0.039,1.74,"1","319",-0.36,"84","55","-1.380","6","229",1.56e+17,"4","85","-176","274","86","-5"
"1998","9","6",07:08:35.2,-14.06,177.73,33,4.8,5,FIJIISLANDSREGION,B090698B,5.5,0.5,-13.62,0.06,178.22,0.04,15,0,16,-1.641,0.424,-6.612,0.578,8.253,0.617,3.785,1.356,-1.547,1.893,9.111,0.436,12.58,"1","296",-0.11,"69","28","-12.480","21","205",1.253e+17,"342","75","-166","249","76","-16"
"1998","9","24",18:53:40.2,46.31,106.29,33,5.5,5.3,MONGOLIA,B092498B,3.1,0.2,46.04,0.03,106.04,0.03,33,0,17,0.015,0.038,-0.087,0.067,0.072,0.068,0.394,0.101,0.999,0.106,2.19,0.042,2.57,"21","312",-0.29,"66","162","-2.280","11","46",2.43e+17,"91","67","8","358","83","157"
"1998","11","13",10:38:34.5,63.88,-21.59,10,4.9,4.4,ICELANDREGION,B111398A,4.9,0.6,63.96,0.08,-22.12,0.2,15,0,16,-1.041,0.245,-0.214,0.412,1.254,0.431,-1.84,1.202,-3.432,1.188,4.21,0.267,6.69,"26","128",-2.51,"50","1","-4.180","27","233",5.43e+16,"270","50","-1","1","89","-140"
"1999","1","7",18:13:41.5,67.77,141.31,33,5.4,4.8,EASTERNSIBERIA,B010799D,1.9,0.4,67.65,0.09,140.93,0.22,33,0,16,3.186,0.905,-3.496,0.874,0.31,0.96,2.983,1.738,-2.069,1.527,7.289,0.98,5.96,"6","309",4.16,"74","59","-10.110","15","218",8.04e+16,"354","75","-173","263","83","-15"
"1999","2","25",09:55:30.0,-7.09,68.02,10,5,4.5,CHAGOSARCHIPELAGOREGIO,B022599C,-0.1,0.8,-7.11,0.14,68.54,0.11,15,0,16,-3.795,0.646,-1.647,0.975,5.442,0.668,2.83,1.607,4.868,1.407,3.778,0.646,9.45,"23","295",-3.16,"10","29","-6.280","65","141",7.86e+16,"5","24","-116","213","69","-79"
