eventID,magnitude,hour,minute,second,year,month,day,longitude,latitude,depth
941,5.2,2,25,2,2010,10,29,63.0,-12.0,10.0
942,5.0,17,8,4,2010,11,18,122.0,-6.0,28.0
943,4.9,4,34,11,2010,11,24,-156.0,20.0,12.0
944,5.4,15,59,19,2010,12,12,117.0,-5.0,31.0
945,4.7,18,50,19,2010,12,30,103.0,20.0,10.0
946,5.2,20,45,58,2010,12,30,-97.0,-8.0,10.0
947,5.5,3,9,58,2011,1,7,90.0,4.0,17.0
948,4.8,8,33,18,2011,1,16,-26.0,17.0,10.0
949,4.7,7,24,31,2011,1,26,108.0,9.0,35.0
950,4.4,5,0,52,2011,2,21,177.0,-19.0,59.0
951,4.8,5,0,50,2011,2,28,-92.0,35.0,3.0
952,5.1,15,8,48,2011,3,13,144.0,36.0,21.0
953,5.1,22,4,41,2011,3,13,144.0,37.0,28.0
954,4.7,16,25,47,2011,3,14,178.0,-19.0,35.0
955,5.0,15,34,34,2011,3,17,79.0,40.0,32.0
956,5.2,21,9,32,2011,3,18,145.0,37.0,1.0
957,7.1,13,55,11,2011,3,24,99.0,20.0,8.0
958,5.4,15,54,35,2011,3,24,99.0,20.0,10.0
959,5.0,0,22,39,2011,3,25,99.0,20.0,10.0
960,4.8,5,57,33,2011,3,26,100.0,20.0,27.0
961,4.8,6,5,24,2011,4,8,120.0,-42.0,10.0
962,5.3,5,31,18,2011,4,16,147.0,-20.0,7.0
963,5.3,18,41,18,2011,4,17,113.0,-19.0,10.0
964,6.1,23,7,51,2011,4,24,122.0,-4.0,8.0
965,5.3,2,31,29,2011,5,1,77.0,43.0,23.0
966,5.3,16,47,25,2011,5,11,-1.0,37.0,1.0
967,5.2,8,33,21,2011,5,21,-166.0,65.0,19.0
968,5.9,18,24,1,2011,5,29,101.0,-7.0,13.0
969,4.9,19,52,8,2011,6,5,-109.0,20.0,10.0
970,5.5,15,32,49,2011,6,10,-122.0,-6.0,10.0
971,5.3,10,16,55,2011,6,20,98.0,25.0,39.0
972,5.2,19,47,0,2011,6,26,57.0,30.0,13.0
973,5.3,19,21,48,2011,7,7,7.0,42.0,10.0
974,5.5,8,53,58,2011,7,11,121.0,-4.0,35.0
975,4.8,11,38,40,2011,7,11,121.0,-4.0,37.0
976,5.2,13,55,53,2011,7,21,25.0,-15.0,7.0
977,5.3,0,56,25,2011,7,27,152.0,14.0,79.0
978,5.0,9,58,15,2011,7,27,31.0,38.0,10.0
979,6.2,14,34,47,2011,7,31,171.0,-17.0,10.0
980,4.6,23,24,33,2011,8,2,43.0,9.0,10.0
981,5.8,22,39,23,2011,8,3,148.0,-5.0,10.0
982,5.2,22,48,9,2011,8,3,148.0,-5.0,10.0
983,5.7,6,22,34,2011,8,7,168.0,-11.0,403.0
984,5.0,11,50,22,2011,8,9,98.0,24.0,40.0
985,4.8,15,20,9,2011,8,15,171.0,-17.0,20.0
986,5.9,17,51,4,2011,8,23,-77.0,37.0,6.0
987,5.2,4,7,35,2011,9,6,-60.0,21.0,10.0
988,4.5,19,11,7,2011,9,25,171.0,-16.0,10.0
989,5.3,1,2,56,2011,9,26,-126.0,63.0,1.0
990,5.1,14,47,16,2011,10,9,38.0,-26.0,1.0
991,5.1,17,13,43,2011,10,11,-109.0,-26.0,14.0
992,6.1,6,10,14,2011,10,14,123.0,54.0,12.0
993,4.8,12,24,41,2011,10,20,-98.0,28.0,5.0
994,4.9,17,18,37,2011,10,20,70.0,21.0,35.0
995,5.0,7,12,45,2011,11,5,-96.0,35.0,3.0
996,5.7,3,53,10,2011,11,6,-96.0,35.0,5.0
997,5.0,2,46,57,2011,11,8,-96.0,35.0,5.0
998,5.6,21,52,20,2011,11,9,146.0,10.0,10.0
999,5.7,4,34,3,2011,11,18,179.0,-37.0,33.0
1000,5.7,22,53,36,2011,12,1,121.0,0.0,10.0
1001,5.1,19,10,0,2011,12,5,114.0,-21.0,15.0
1002,4.5,1,37,28,2011,12,16,171.0,-17.0,54.0
1003,5.2,23,18,3,2011,12,16,102.0,-10.0,10.0
1004,4.7,15,1,4,2011,12,18,12.0,36.0,16.0
1005,5.6,0,30,54,2011,12,29,-139.0,-58.0,10.0
1006,5.2,1,45,39,2012,1,10,171.0,-16.0,10.0
1007,4.7,10,18,2,2012,1,19,-82.0,-3.0,34.0
1008,5.2,16,4,9,2012,1,25,-122.0,-6.0,10.0
1009,5.4,4,9,34,2012,2,4,105.0,42.0,2.0
1010,4.8,20,18,38,2012,2,23,-118.0,-35.0,10.0
1011,5.4,18,48,55,2012,2,27,56.0,31.0,10.0
1012,4.6,6,50,37,2012,3,5,44.0,35.0,32.0
1013,5.9,22,50,8,2012,3,8,81.0,39.0,38.0
1014,5.7,9,25,14,2012,3,23,131.0,-26.0,7.0
1015,4.8,4,43,51,2012,3,24,14.0,-20.0,10.0
1016,4.8,1,42,34,2012,4,10,67.0,4.0,10.0
1017,5.4,22,51,57,2012,4,11,89.0,2.0,6.0
1018,5.8,23,56,32,2012,4,11,89.0,1.0,10.0
1019,4.9,12,48,11,2012,4,13,89.0,3.0,10.0
1020,6.2,5,57,40,2012,4,15,90.0,2.0,25.0
1021,4.7,2,13,55,2012,4,29,89.0,2.0,13.0
1022,5.7,8,0,10,2012,4,30,89.0,1.0,10.0
1023,5.2,10,19,36,2012,5,3,98.0,40.0,10.0
1024,5.1,16,23,43,2012,5,4,89.0,2.0,10.0
1025,4.9,1,57,11,2012,5,5,44.0,35.0,10.0
1026,4.6,3,34,0,2012,5,5,86.0,3.0,10.0
1027,4.9,12,8,43,2012,5,5,87.0,4.0,10.0
1028,5.0,9,16,34,2012,5,8,144.0,37.0,31.0
1029,4.8,8,40,32,2012,5,14,86.0,4.0,10.0
1030,5.1,5,19,55,2012,5,15,89.0,2.0,10.0
1031,4.8,8,12,1,2012,5,17,-94.0,31.0,5.0
1032,4.6,16,44,14,2012,5,28,118.0,4.0,39.0
1033,5.5,5,7,1,2012,6,1,-148.0,-77.0,12.0
1034,5.5,5,52,53,2012,6,14,42.0,37.0,5.0
1035,4.5,5,11,32,2012,6,18,130.0,48.0,10.0
1036,4.5,22,9,50,2012,6,18,6.0,39.0,10.0
1037,5.2,10,53,29,2012,6,19,146.0,-38.0,11.0
1038,5.0,20,14,5,2012,6,19,70.0,23.0,28.0
1039,5.5,21,27,29,2012,6,23,90.0,2.0,16.0
1040,5.8,15,31,46,2012,6,29,-9.0,-24.0,10.0
1041,4.5,5,3,40,2012,7,3,14.0,34.0,1.0
1042,4.4,9,1,52,2012,7,7,86.0,3.0,10.0
1043,4.9,12,11,52,2012,7,20,119.0,32.0,10.0
1044,4.9,6,13,3,2012,7,25,89.0,1.0,10.0
1045,4.8,15,25,17,2012,8,2,89.0,1.0,10.0
1046,5.1,6,6,10,2012,8,3,164.0,-76.0,10.0
1047,5.3,9,34,22,2012,8,11,78.0,39.0,21.0
1048,5.0,3,21,21,2012,9,11,99.0,24.0,10.0
1049,5.4,21,52,16,2012,9,12,82.0,-24.0,10.0
1050,4.9,6,7,26,2012,9,16,90.0,3.0,10.0
1051,4.9,10,15,39,2012,9,18,167.0,-20.0,68.0
1052,4.9,1,52,25,2012,9,30,89.0,2.0,10.0
1053,4.7,22,23,21,2012,10,3,97.0,46.0,10.0
1054,4.5,20,41,27,2012,10,13,-113.0,25.0,8.0
1055,5.1,3,35,10,2012,10,19,30.0,32.0,9.0
1056,4.5,10,7,14,2012,11,4,-122.0,-6.0,10.0
1057,5.3,5,51,42,2012,11,9,124.0,-42.0,10.0
1058,4.7,14,23,7,2012,12,2,89.0,2.0,5.0
1059,5.0,12,53,22,2012,12,3,57.0,30.0,5.0
1060,5.1,2,24,28,2012,12,6,90.0,2.0,30.0
1061,5.1,6,16,57,2012,12,8,144.0,-7.0,35.0
1062,5.0,19,0,7,2012,12,8,144.0,-7.0,10.0
1063,6.4,10,36,1,2012,12,14,-119.0,31.0,13.0
1064,5.1,8,46,31,2012,12,25,101.0,-7.0,20.0
1065,5.5,19,48,58,2013,1,21,57.0,30.0,10.0
1066,5.3,23,37,1,2013,1,25,43.0,-23.0,10.0
1067,5.0,23,39,0,2013,2,6,164.0,-11.0,10.0
1068,4.9,2,47,1,2013,2,19,103.0,27.0,10.0
1069,4.8,11,52,4,2013,2,19,167.0,-10.0,10.0
1070,4.9,14,17,42,2013,2,19,105.0,31.0,3.0
1071,5.5,23,37,59,2013,2,25,-87.0,-48.0,10.0
1072,5.5,3,7,4,2013,3,13,-131.0,-8.0,10.0
1073,5.8,3,12,52,2013,3,13,163.0,60.0,5.0
1074,5.1,14,18,57,2013,3,22,-21.0,-55.0,10.0
1075,4.8,15,26,34,2013,4,1,90.0,2.0,8.0
1076,4.8,23,2,53,2013,4,11,-43.0,60.0,11.0
1077,4.8,23,21,29,2013,4,20,124.0,35.0,10.0
1078,5.0,10,30,45,2013,4,29,-99.0,5.0,10.0
1079,5.2,13,43,23,2013,5,17,-76.0,45.0,14.0
1080,4.7,12,25,15,2013,5,26,115.0,-1.0,36.0
1081,5.3,11,11,8,2013,5,31,-122.0,-6.0,10.0
1082,5.3,0,12,39,2013,6,5,-155.0,18.0,40.0
1083,4.8,19,23,2,2013,6,5,117.0,2.0,16.0
1084,5.6,14,22,15,2013,6,9,131.0,-26.0,0.0
1085,4.8,8,5,52,2013,6,10,-167.0,56.0,15.0
1086,4.3,2,25,35,2013,6,18,87.0,6.0,15.0
1087,5.6,23,2,9,2013,6,18,86.0,54.0,9.0
1088,5.5,17,16,46,2013,7,10,148.0,-4.0,11.0
1089,5.0,19,36,47,2013,7,10,149.0,-4.0,11.0
1090,4.3,1,12,3,2013,7,12,147.0,-5.0,45.0
1091,4.7,7,24,7,2013,7,12,148.0,-4.0,9.0
1092,5.3,23,41,14,2013,7,16,97.0,5.0,29.0
1093,4.5,15,8,50,2013,7,22,131.0,51.0,10.0
1094,4.6,20,19,57,2013,8,4,131.0,0.0,36.0
1095,4.3,13,17,24,2013,8,10,178.0,-19.0,46.0
1096,5.0,15,44,48,2013,8,16,121.0,0.0,11.0
1097,4.8,14,54,17,2013,8,18,122.0,0.0,17.0
1098,5.0,22,0,41,2013,8,27,56.0,32.0,8.0
1099,5.0,18,57,20,2013,9,8,179.0,28.0,10.0
1100,4.6,9,23,41,2013,9,15,-105.0,27.0,8.0
1101,5.4,12,16,12,2013,9,21,-105.0,27.0,10.0
1102,4.8,12,42,15,2013,9,21,-105.0,27.0,10.0
1103,5.0,12,25,25,2013,9,30,148.0,-5.0,44.0
1104,4.7,11,19,1,2013,10,4,-105.0,27.0,8.0
1105,4.5,9,22,16,2013,10,14,122.0,-5.0,18.0
1106,4.4,15,8,31,2013,10,18,10.0,35.0,20.0
1107,4.7,3,8,51,2013,10,21,90.0,3.0,10.0
1108,7.1,17,10,19,2013,10,25,144.0,37.0,35.0
1109,5.5,21,27,34,2013,10,25,144.0,37.0,10.0
1110,5.5,18,13,6,2013,10,27,144.0,37.0,20.0
1111,5.1,3,3,34,2013,10,31,124.0,44.0,10.0
1112,4.7,3,10,6,2013,10,31,124.0,44.0,10.0
1113,5.1,20,47,6,2013,11,5,89.0,1.0,9.0
1114,4.8,9,3,5,2013,11,10,-150.0,-56.0,10.0
1115,5.0,1,51,15,2013,11,13,90.0,2.0,13.0
1116,5.7,10,26,43,2013,11,16,90.0,4.0,10.0
1117,5.5,17,37,14,2013,11,17,-11.0,-10.0,10.0
1118,5.1,3,57,4,2013,11,20,-150.0,-56.0,10.0
1119,4.9,8,18,51,2013,11,22,124.0,44.0,17.0
1120,5.3,22,4,25,2013,11,22,124.0,44.0,10.0
1121,4.9,8,23,53,2013,11,28,100.0,25.0,10.0
1122,5.3,19,20,15,2013,11,30,26.0,-1.0,5.0
1123,4.9,8,14,2,2013,12,1,26.0,0.0,10.0
1124,5.0,8,34,24,2013,12,1,78.0,40.0,7.0
1125,4.9,18,49,36,2013,12,6,96.0,0.0,29.0
1126,4.5,18,10,24,2013,12,7,-97.0,35.0,8.0
1127,5.1,4,28,51,2013,12,13,121.0,0.0,47.0
1128,5.2,11,58,59,2013,12,20,169.0,-24.0,18.0
1129,5.3,8,23,48,2013,12,21,-92.0,-35.0,10.0
1130,5.2,16,45,49,2013,12,23,-66.0,25.0,2.0
1131,5.4,17,46,3,2013,12,27,-18.0,27.0,7.0
1132,5.0,20,57,43,2014,1,9,-80.0,23.0,10.0
1133,4.6,2,24,23,2014,3,5,-119.0,31.0,7.0
1134,4.6,14,20,59,2014,3,15,69.0,-49.0,10.0
1135,4.7,14,57,1,2014,3,15,69.0,-49.0,15.0
1136,5.8,13,24,48,2014,3,17,-32.0,-53.0,6.0
1137,5.5,8,49,41,2014,3,26,131.0,28.0,10.0
1138,5.4,4,0,15,2014,3,27,86.0,4.0,13.0
1139,5.1,12,34,9,2014,4,21,91.0,4.0,10.0
1140,4.8,4,3,32,2014,4,30,25.0,38.0,32.0
1141,5.3,15,21,13,2014,5,1,130.0,6.0,6.0
1142,4.9,14,11,45,2014,5,7,102.0,25.0,28.0
1143,5.7,12,13,27,2014,5,17,-146.0,-54.0,5.0
1144,5.0,20,5,8,2014,5,20,170.0,-68.0,16.0
1145,6.0,16,21,54,2014,5,21,88.0,18.0,47.0
1146,5.7,10,7,12,2014,6,1,89.0,2.0,20.0
1147,5.0,23,46,56,2014,6,2,171.0,-21.0,10.0
1148,6.5,11,10,59,2014,6,14,91.0,-10.0,4.0
1149,5.3,13,26,46,2014,6,16,-81.0,11.0,20.0
1150,5.0,11,10,41,2014,6,27,144.0,36.0,35.0
1151,5.0,21,52,48,2014,7,8,78.0,39.0,10.0
1152,4.3,22,57,15,2014,7,8,-116.0,30.0,10.0
1153,4.5,0,28,54,2014,7,16,-127.0,62.0,7.0
1154,4.7,5,33,26,2014,7,18,-161.0,67.0,13.0
1155,5.1,17,11,16,2014,7,26,-15.0,-21.0,14.0
1156,5.1,7,16,40,2014,7,29,87.0,-10.0,10.0
1157,6.9,0,22,3,2014,8,3,146.0,0.0,13.0
1158,6.2,8,30,13,2014,8,3,103.0,27.0,12.0
1159,5.2,9,40,19,2014,8,4,146.0,0.0,10.0
1160,4.6,1,39,16,2014,8,5,146.0,0.0,12.0
1161,5.4,10,22,34,2014,8,5,26.0,-26.0,5.0
1162,4.6,22,7,29,2014,8,12,146.0,0.0,19.0
1163,5.2,8,49,48,2014,8,13,146.0,0.0,16.0
1164,4.9,17,25,6,2014,8,14,146.0,0.0,9.0
1165,5.1,19,43,30,2014,8,24,30.0,37.0,7.0
1166,5.1,4,14,5,2014,8,31,-32.0,-53.0,10.0
1167,5.4,23,41,30,2014,9,2,-112.0,-11.0,10.0
1168,5.1,11,46,21,2014,9,7,146.0,0.0,16.0
1169,5.1,0,26,25,2014,9,9,120.0,5.0,14.0
1170,4.7,21,33,8,2014,9,19,146.0,0.0,10.0
1171,5.3,14,52,32,2014,10,5,132.0,-1.0,3.0
1172,6.1,13,49,39,2014,10,7,100.0,23.0,8.0
1173,4.7,20,21,27,2014,10,7,171.0,-21.0,43.0
1174,5.3,18,25,41,2014,11,2,29.0,-10.0,10.0
1175,4.8,12,41,5,2014,11,5,89.0,2.0,10.0
1176,4.7,4,42,40,2014,11,9,-97.0,76.0,10.0
1177,4.9,21,40,0,2014,11,12,-97.0,37.0,4.0
1178,5.4,13,45,27,2014,11,22,66.0,36.0,22.0
1179,4.9,18,3,3,2014,11,30,90.0,3.0,17.0
1180,5.6,18,43,46,2014,12,5,100.0,23.0,11.0
1181,5.6,10,20,1,2014,12,6,100.0,23.0,10.0
1182,5.3,10,45,24,2014,12,16,-150.0,-56.0,0.0
1183,4.8,17,58,29,2014,12,17,-150.0,-56.0,10.0
1184,5.1,2,22,39,2014,12,19,-150.0,-56.0,10.0
1185,4.7,22,58,32,2014,12,19,175.0,-49.0,11.0
1186,5.8,7,19,41,2014,12,22,-146.0,-54.0,14.0
1187,5.3,12,6,27,2014,12,27,-150.0,-56.0,10.0
1188,5.2,11,3,36,2014,12,30,-150.0,-56.0,10.0
1189,5.3,22,7,30,2015,1,2,-150.0,-56.0,10.0
1190,5.3,14,35,29,2015,1,4,-150.0,-56.0,10.0
1191,5.0,2,11,13,2015,1,6,-150.0,-56.0,10.0
1192,5.2,20,29,13,2015,1,15,-11.0,-26.0,10.0
1193,5.5,17,19,45,2015,1,19,119.0,4.0,11.0
1194,4.8,3,24,56,2015,1,31,-168.0,56.0,8.0
1195,5.3,12,38,31,2015,1,31,-168.0,56.0,10.0
1196,4.8,17,16,17,2015,1,31,-169.0,56.0,19.0
1197,5.4,17,39,11,2015,1,31,-169.0,56.0,5.0
1198,5.1,20,47,11,2015,1,31,-169.0,56.0,12.0
1199,5.1,11,20,25,2015,2,1,-169.0,56.0,10.0
1200,5.3,17,40,31,2015,2,1,-169.0,56.0,10.0
1201,5.9,8,25,48,2015,2,2,145.0,-1.0,14.0
1202,5.3,13,32,54,2015,2,5,89.0,-21.0,10.0
1203,4.6,2,11,41,2015,2,12,-75.0,72.0,18.0
1204,4.9,15,57,10,2015,2,15,151.0,-25.0,15.0
1205,5.1,11,48,24,2015,2,22,-3.0,-29.0,10.0
1206,5.7,1,31,41,2015,2,25,119.0,6.0,9.0
1207,5.2,10,24,41,2015,3,1,98.0,23.0,10.0
1208,4.6,11,22,13,2015,3,15,5.0,35.0,10.0
1209,5.4,22,47,35,2015,3,15,-11.0,-26.0,15.0
1210,6.1,23,17,16,2015,3,15,122.0,0.0,31.0
1211,4.8,22,55,57,2015,3,21,5.0,35.0,10.0
1212,5.1,18,12,27,2015,3,22,89.0,1.0,15.0
1213,5.3,19,55,51,2015,3,24,-87.0,-48.0,15.0
1214,4.8,6,4,16,2015,4,3,89.0,1.0,10.0
1215,4.7,3,53,51,2015,4,13,-121.0,17.0,10.0
1216,5.4,1,34,55,2015,4,24,-127.0,40.0,10.0
1217,5.1,13,32,40,2015,4,28,152.0,6.0,14.0
1218,5.0,21,28,30,2015,5,5,58.0,35.0,8.0
1219,4.8,10,37,41,2015,5,31,146.0,-1.0,10.0
1220,6.0,23,15,43,2015,6,4,116.0,5.0,10.0
1221,4.6,3,12,15,2015,6,11,-97.0,10.0,15.0
1222,5.3,18,29,15,2015,6,12,116.0,6.0,7.0
1223,4.9,8,10,10,2015,6,28,-155.0,19.0,8.0
1224,5.1,12,51,49,2015,7,23,144.0,37.0,35.0
1225,4.9,16,10,41,2015,7,25,57.0,30.0,11.0
1226,4.5,18,12,15,2015,7,27,-97.0,35.0,5.0
1227,5.5,23,41,40,2015,7,29,154.0,-25.0,9.0
1228,5.2,10,6,31,2015,7,31,57.0,30.0,11.0
1229,5.4,3,38,44,2015,8,1,154.0,-25.0,10.0
1230,5.2,4,46,24,2015,8,1,154.0,-25.0,10.0
1231,4.7,3,16,12,2015,8,4,177.0,-19.0,31.0
1232,5.1,22,15,47,2015,8,19,28.0,-9.0,14.0
1233,4.8,23,43,27,2015,9,8,39.0,-7.0,10.0
1234,5.0,23,39,18,2015,9,12,122.0,0.0,18.0
1235,4.6,23,24,13,2015,9,25,111.0,54.0,11.0
1236,4.8,4,28,32,2015,10,2,-107.0,-45.0,10.0
1237,5.2,11,26,43,2015,10,30,99.0,25.0,24.0
1238,4.8,0,23,2,2015,11,17,167.0,-10.0,35.0
1239,4.7,7,42,12,2015,11,19,-98.0,36.0,5.0
1240,4.7,10,59,11,2015,11,28,-71.0,3.0,15.0
1241,4.7,9,49,12,2015,11,30,-98.0,36.0,5.0
1242,7.1,22,25,0,2015,12,4,85.0,-47.0,35.0
1243,4.8,23,14,16,2015,12,5,145.0,-1.0,10.0
1244,5.0,22,5,36,2015,12,11,85.0,-47.0,10.0
1245,6.1,18,47,36,2015,12,20,117.0,3.0,14.0
1246,4.9,6,11,3,2015,12,25,-23.0,-54.0,10.0
1247,4.9,19,24,56,2015,12,27,-120.0,25.0,10.0
1248,4.7,4,27,57,2016,1,7,-98.0,36.0,4.0
1249,5.0,17,40,49,2016,1,10,34.0,39.0,10.0
1250,5.1,17,7,6,2016,2,13,-98.0,36.0,8.0
1251,5.8,18,8,46,2016,2,23,145.0,-63.0,10.0
1252,7.8,12,49,48,2016,3,2,94.0,-4.0,24.0
1253,5.6,0,10,50,2016,3,3,94.0,-4.0,10.0
1254,4.7,12,52,59,2016,3,3,94.0,-4.0,10.0
1255,5.4,20,20,54,2016,3,4,94.0,-4.0,10.0
1256,4.7,2,41,24,2016,3,5,94.0,-4.0,14.0
1257,5.1,10,32,7,2016,3,29,20.0,77.0,10.0
1258,4.9,18,9,41,2016,4,5,146.0,0.0,5.0
1259,5.0,23,34,35,2016,4,11,144.0,-63.0,10.0
1260,6.0,18,21,52,2016,4,13,122.0,7.0,17.0
1261,5.6,10,51,42,2016,4,20,-55.0,13.0,28.0
1262,5.2,19,38,11,2016,4,22,94.0,-4.0,15.0
1263,4.9,15,15,37,2016,5,7,89.0,2.0,10.0
1264,5.0,9,44,38,2016,5,10,118.0,-16.0,10.0
1265,6.0,18,14,4,2016,5,20,129.0,-25.0,10.0
1266,4.9,17,43,28,2016,5,24,45.0,14.0,10.0
1267,5.0,5,19,6,2016,6,26,146.0,12.0,33.0
1268,4.7,11,33,3,2016,7,5,129.0,35.0,10.0
1269,5.2,9,40,50,2016,7,8,122.0,-32.0,0.0
1270,4.7,16,37,1,2016,7,9,78.0,39.0,22.0
1271,5.2,18,58,26,2016,7,15,82.0,-23.0,12.0
1272,4.9,9,18,13,2016,7,31,111.0,24.0,22.0
1273,5.6,7,42,51,2016,8,1,82.0,-23.0,10.0
1274,5.4,10,29,22,2016,8,1,82.0,-23.0,10.0
1275,5.0,9,40,52,2016,8,5,100.0,-6.0,10.0
1276,5.5,12,34,15,2016,8,5,82.0,-23.0,10.0
1277,5.3,4,19,12,2016,8,6,132.0,4.0,6.0
1278,4.8,8,15,5,2016,8,7,37.0,47.0,10.0
1279,5.7,4,30,8,2016,8,18,148.0,-19.0,10.0
1280,5.0,9,55,1,2016,8,28,-34.0,38.0,14.0
1281,5.8,12,2,44,2016,9,3,-96.0,36.0,5.0
1282,4.8,21,14,16,2016,9,4,177.0,-19.0,39.0
1283,5.9,12,27,33,2016,9,10,31.0,-1.0,40.0
1284,4.9,10,44,33,2016,9,12,129.0,35.0,10.0
1285,5.4,11,32,55,2016,9,12,129.0,35.0,13.0
1286,5.6,20,6,11,2016,9,22,33.0,-21.0,10.0
1287,4.6,20,32,39,2016,9,22,160.0,-59.0,10.0
1288,5.2,20,15,9,2016,9,26,177.0,-19.0,10.0
1289,5.0,20,30,45,2016,9,26,177.0,-19.0,10.0
1290,4.7,20,45,20,2016,9,26,177.0,-19.0,10.0
1291,5.1,5,27,29,2016,9,30,159.0,-59.0,10.0
1292,4.9,4,29,45,2016,10,8,-57.0,20.0,10.0
1293,4.8,12,48,26,2016,10,9,2.0,62.0,10.0
1294,4.9,22,30,55,2016,10,11,75.0,5.0,10.0
1295,5.0,10,39,13,2016,10,12,144.0,10.0,10.0
1296,5.1,8,18,32,2016,10,15,30.0,42.0,6.0
1297,4.8,15,10,31,2016,10,20,56.0,30.0,10.0
1298,5.0,1,44,24,2016,11,7,-96.0,35.0,4.0
1299,4.9,11,16,25,2016,11,14,-117.0,21.0,10.0
1300,5.2,7,42,24,2016,11,18,6.0,34.0,26.0
1301,4.7,16,13,54,2016,11,27,43.0,-16.0,13.0
1302,4.6,2,31,8,2016,12,12,125.0,53.0,10.0
1303,6.0,23,47,14,2017,1,8,-92.0,74.0,31.0
1304,5.2,17,55,35,2017,1,9,-92.0,74.0,18.0
1305,5.5,9,38,31,2017,1,24,146.0,12.0,10.0
1306,5.2,13,23,55,2017,2,6,-150.0,-56.0,10.0
1307,5.3,18,23,23,2017,2,6,-150.0,-56.0,10.0
1308,4.9,11,11,42,2017,2,8,103.0,27.0,10.0
1309,5.2,19,10,10,2017,2,9,-150.0,-56.0,10.0
1310,5.4,4,27,59,2017,2,11,-150.0,-57.0,10.0
1311,4.9,9,46,8,2017,2,24,166.0,-48.0,10.0
1312,5.3,3,6,21,2017,3,6,178.0,-19.0,35.0
1313,4.8,12,21,23,2017,3,12,103.0,27.0,37.0
1314,6.5,17,40,18,2017,4,3,25.0,-22.0,29.0
1315,5.6,9,44,5,2017,4,16,83.0,-7.0,10.0
1316,4.7,9,13,10,2017,4,18,100.0,20.0,9.0
1317,4.8,13,59,12,2017,5,31,15.0,77.0,3.0
1318,4.7,17,1,19,2017,6,8,-155.0,19.0,7.0
1319,5.6,5,42,14,2017,6,10,-146.0,-54.0,10.0
1320,5.0,13,33,44,2017,6,30,1.0,58.0,10.0
1321,4.9,23,13,36,2017,7,22,124.0,45.0,10.0
1322,5.2,17,32,14,2017,7,23,57.0,30.0,10.0
1323,5.8,12,8,38,2017,7,27,126.0,-3.0,15.0
1324,6.0,17,53,24,2017,7,27,-49.0,13.0,10.0
1325,5.3,0,16,12,2017,8,2,-49.0,13.0,10.0
1326,4.9,4,21,50,2017,8,6,128.0,-19.0,4.0
1327,4.7,14,50,43,2017,8,15,5.0,35.0,10.0
1328,6.3,4,17,51,2017,8,27,148.0,-1.0,8.0
1329,5.4,13,52,19,2017,8,27,148.0,-1.0,10.0
1330,4.9,5,0,47,2017,8,29,95.0,-38.0,10.0
1331,5.2,8,7,2,2017,8,30,-101.0,13.0,10.0
1332,5.0,21,7,41,2017,9,1,152.0,58.0,13.0
1333,4.7,5,15,12,2017,9,14,148.0,-1.0,10.0
1334,5.9,22,13,35,2017,9,20,147.0,-5.0,10.0
1335,5.2,22,17,24,2017,9,20,147.0,-5.0,10.0
1336,5.7,20,39,4,2017,10,3,-49.0,13.0,10.0
1337,5.0,9,5,8,2017,10,9,95.0,-7.0,10.0
1338,5.0,14,37,18,2017,10,18,54.0,31.0,10.0
1339,4.7,16,26,20,2017,10,26,128.0,53.0,9.0
1340,4.6,17,32,59,2017,11,5,-173.0,64.0,10.0
1341,5.9,22,24,6,2017,11,12,144.0,37.0,10.0
1342,5.5,5,29,32,2017,11,15,129.0,36.0,10.0
1343,4.8,3,40,26,2017,11,16,168.0,-22.0,10.0
1344,6.1,2,32,46,2017,12,1,57.0,30.0,9.0
1345,5.4,3,35,1,2017,12,1,57.0,30.0,10.0
1346,5.2,10,47,4,2017,12,2,57.0,30.0,10.0
1347,6.0,8,43,18,2017,12,12,57.0,30.0,12.0
1348,6.0,21,41,31,2017,12,12,57.0,30.0,8.0
1349,4.9,19,57,38,2017,12,20,50.0,35.0,10.0
1350,5.2,17,4,46,2017,12,21,56.0,31.0,10.0
1351,5.2,17,56,6,2017,12,25,161.0,-7.0,21.0
1352,5.0,18,1,15,2017,12,27,57.0,30.0,10.0
1353,5.0,3,18,30,2018,1,11,57.0,30.0,10.0
1354,4.9,13,35,33,2018,1,11,57.0,30.0,10.0
1355,4.9,16,37,48,2018,2,5,26.0,-8.0,10.0
1356,4.7,20,3,3,2018,2,10,129.0,36.0,5.0
1357,5.2,13,6,13,2018,3,8,116.0,6.0,10.0
1358,5.0,16,51,42,2018,3,8,-87.0,-48.0,10.0
1359,4.8,22,8,20,2018,3,11,-91.0,0.0,10.0
1360,4.6,12,16,3,2018,4,7,-97.0,36.0,5.0
1361,4.6,10,22,20,2018,4,9,-97.0,36.0,4.0
1362,4.8,17,14,0,2018,4,13,31.0,37.0,10.0
1363,4.5,15,20,5,2018,4,14,-98.0,8.0,10.0
1364,5.2,23,12,57,2018,4,15,177.0,-20.0,10.0
1365,5.0,13,7,20,2018,4,18,-6.0,0.0,10.0
1366,5.1,20,30,56,2018,5,3,-155.0,19.0,6.0
1367,5.4,21,32,44,2018,5,4,-155.0,19.0,6.0
1368,6.9,22,32,54,2018,5,4,-155.0,19.0,2.0
1369,5.0,4,15,15,2018,5,17,-155.0,19.0,1.0
